,Image,Label
9300,16211,2
9301,29259,3
9302,19556,1 2 4
9303,7247,5
9304,6743,0
9305,25659,6 2
9306,28066,4 7
9307,13367,6 1
9308,26894,4
9309,23727,4 7
9310,21855,4 7
9311,19030,3 4
9312,511,5
9313,30442,4
9314,2331,5 4
9315,18423,8 1
9316,26951,8 4
9317,29847,4
9318,5321,4
9319,5410,5
9320,10889,2 4 7
9321,6668,4
9322,17399,3
9323,4481,5 4
9324,10571,4
9325,2665,6 3 4
9326,12164,1
9327,24863,6 4
9328,12610,8
9329,1508,6
9330,27001,6
9331,29186,4
9332,20080,1 4
9333,10462,7
9334,240,2
9335,27741,4
9336,11719,7
9337,19221,4
9338,2031,8 4
9339,16729,6
9340,30608,6
9341,4722,2
9342,8134,6 4
9343,27315,6 4
9344,13083,6 0
9345,14932,6 4
9346,23414,4
9347,9355,4
9348,858,2 4
9349,71,9
9350,8840,2
9351,6776,0
9352,4586,1
9353,13162,0 4
9354,7277,1 4
9355,18311,4
9356,8203,1 4
9357,16724,2
9358,4839,6
9359,13196,6
9360,13106,7
9361,23288,6
9362,14207,6
9363,6343,9
9364,21745,4
9365,17777,0
9366,30401,0
9367,1424,4
9368,23173,6
9369,20287,6 7
9370,10676,8 0 4
9371,12897,6 4 7
9372,18952,4
9373,30444,6 4
9374,3902,6 1
9375,3947,5
9376,14981,6 9
9377,9149,4
9378,16904,8
9379,21172,4
9380,2375,2
9381,29510,5
9382,12389,9
9383,30665,1
9384,1692,6 4
9385,4934,3 4
9386,21872,3 4 7
9387,4147,5
9388,22548,2 4
9389,18942,0 4
9390,19847,6 9
9391,30113,4
9392,5403,4
9393,20102,6
9394,3310,3
9395,11200,4
9396,29971,0 1
9397,3867,1 4
9398,12321,6
9399,18836,3
9400,20546,2 4
9401,14498,6 4
9402,26341,2 4
9403,2740,0 7
9404,30104,1 4
9405,26400,6 4
9406,7294,8
9407,4450,7
9408,16501,0
9409,25680,0
9410,25118,8 3 5 4
9411,19600,3
9412,30694,0 4
9413,12169,8
9414,14192,6 4
9415,19802,4
9416,3967,1 4 7
9417,17692,4 7
9418,23766,0 7
9419,16253,0
9420,6906,3 4
9421,22615,0
9422,26132,3 4
9423,11366,6 5
9424,28012,0 4
9425,14953,7
9426,17973,7
9427,16908,4
9428,17072,0 2
9429,7650,9
9430,4923,6 4
9431,11357,7
9432,210,6
9433,15740,1
9434,5649,0
9435,5484,4
9436,3838,6 4
9437,4173,2 4
9438,7284,6
9439,7736,8 6 4
9440,12334,4
9441,26073,0
9442,8711,0
9443,28499,4
9444,25831,2 4
9445,13190,6 3 9
9446,19979,4
9447,16031,3
9448,28634,6
9449,27004,3 4
9450,24786,7
9451,19223,6 5 4
9452,21015,2
9453,22303,0
9454,2221,6 7
9455,23659,4
9456,5863,4
9457,7715,2
9458,21611,4
9459,18606,3 5
9460,28534,5
9461,30091,0
9462,30819,3
9463,7460,6 1 4
9464,24311,4
9465,19132,1
9466,2053,4
9467,2804,9
9468,23384,8 6
9469,24159,8 4
9470,18200,6
9471,12094,1
9472,12084,6 7
9473,26901,0 4
9474,4744,3 2
9475,6500,1 7
9476,22265,6 9
9477,29629,6 4
9478,18517,6 7
9479,8101,8
9480,26004,1
9481,24407,6 2 4
9482,11098,7
9483,30729,6 3 4
9484,13173,0
9485,9027,0
9486,23621,4 7
9487,78,6 4
9488,2515,3
9489,23587,9
9490,7840,5
9491,184,6 0
9492,21638,2 4
9493,7006,3
9494,23499,0
9495,1447,8 1
9496,2580,3 4 7
9497,16293,4
9498,25011,6 5
9499,19529,6 4
9500,22145,8
9501,9760,8 4
9502,13419,8 4
9503,2530,7
9504,27545,0
9505,21894,1
9506,18511,3 4
9507,23735,7
9508,19391,5 4
9509,7666,4
9510,25709,6 3
9511,6572,6 0
9512,28779,2 4
9513,19256,7
9514,15845,4 7
9515,13159,3 4
9516,23725,6 4 7
9517,26403,6
9518,2407,8
9519,26597,2
9520,6064,8 6
9521,6407,6 1 4
9522,20706,4
9523,29039,8
9524,14525,6 4
9525,14463,4 7
9526,14213,6 2
9527,17455,8
9528,12763,4
9529,21206,4
9530,9097,0
9531,4155,8 4
9532,15817,1
9533,4,3 4
9534,15862,4
9535,21063,0
9536,30663,8
9537,24614,6
9538,7520,0
9539,25836,6 4
9540,13970,5
9541,20865,6 3 4
9542,2683,6 9
9543,11768,8
9544,1948,6 7
9545,18535,6 4
9546,12014,1
9547,15152,4
9548,28025,4 7
9549,12371,6 4
9550,7308,6 4
9551,21302,4 7
9552,4193,4
9553,21490,4
9554,13756,4 7
9555,27991,2
9556,18572,0
9557,10583,6 0
9558,23395,6 4
9559,7797,8 4
9560,17910,9
9561,12407,6 4
9562,11185,4
9563,4885,6
9564,12942,4
9565,13955,4
9566,8033,4 7
9567,15355,6 4
9568,6350,6 2
9569,7765,4
9570,3107,6
9571,18812,9
9572,545,2
9573,25086,6 4
9574,21932,4
9575,25642,1
9576,30235,5
9577,20026,6 4
9578,18216,6 9
9579,11209,3 4
9580,2205,4
9581,10356,6 5
9582,4228,6 4 7
9583,28598,9
9584,11486,9
9585,9866,4 7
9586,15656,8 9
9587,25298,1
9588,25467,6 4
9589,23360,1
9590,11301,6 9 7
9591,26878,4
9592,9249,0 4
9593,28915,0
9594,15887,6 4
9595,21074,7
9596,23741,4
9597,19472,6 4
9598,22916,4 7
9599,24312,6
9600,9895,0
9601,1725,6 1
9602,5555,6 4
9603,5760,3
9604,663,4 7
9605,4613,0
9606,2772,6 4
9607,1956,0
9608,19234,7
9609,17127,1
9610,3198,4
9611,12532,0
9612,25972,3
9613,6159,1
9614,2924,4
9615,767,9
9616,23608,1
9617,24036,6
9618,25109,8 9
9619,14225,6 7
9620,16237,9
9621,3131,6 3 4 7
9622,30864,3
9623,5196,4
9624,24426,9
9625,21738,5 4
9626,13166,0
9627,21170,2 4
9628,7776,7
9629,26043,4
9630,13918,4
9631,10809,6 7
9632,9750,6 4
9633,826,7
9634,9783,5
9635,27832,5
9636,17746,6
9637,20570,7
9638,17695,4
9639,12102,6 7
9640,17396,2 4
9641,20341,4
9642,11933,4
9643,28463,6
9644,13972,4
9645,5071,0 9
9646,7347,4
9647,25053,0
9648,29241,6 5
9649,30690,3
9650,27078,7
9651,982,4
9652,17724,4
9653,28030,5
9654,23936,5
9655,19627,4
9656,26621,1 4
9657,11680,3
9658,17565,0
9659,26313,8 4
9660,29493,8
9661,3268,6
9662,12886,9 5
9663,6904,6 7
9664,24056,4 7
9665,31059,6 4
9666,7229,6 4
9667,22628,8
9668,11730,2
9669,2707,1
9670,14968,6 4
9671,13648,7
9672,12788,3 4
9673,125,7
9674,10982,2 4
9675,29485,6
9676,15801,6
9677,17826,4
9678,17507,6 4
9679,25340,1
9680,15873,4
9681,30173,0
9682,20707,1
9683,9578,6 4
9684,498,1
9685,9279,3 2 4
9686,21150,8
9687,31003,7
9688,15479,8 6
9689,20990,6 4
9690,1332,3
9691,27792,1 4
9692,12314,4
9693,25040,0 4
9694,13115,6
9695,17477,3
9696,30970,6 7
9697,14985,3 4
9698,4985,6 4
9699,24542,6 9
9700,26288,5 4
9701,21830,8 4
9702,10348,9
9703,16043,2
9704,14974,0
9705,22652,4
9706,11213,6 7
9707,19451,7
9708,12818,4
9709,753,1
9710,28666,0
9711,26365,1
9712,11508,5 4
9713,6458,6 1 4
9714,17904,8 6 4
9715,10413,4
9716,30789,3 7
9717,3936,4
9718,1704,6 4
9719,2867,0 4
9720,14692,6
9721,14902,0
9722,26942,5 4
9723,8941,4
9724,12464,0 4
9725,20304,1
9726,21325,6 4
9727,28070,0
9728,2191,3 2 4
9729,30424,9
9730,16460,6 4 7
9731,25516,4
9732,29901,3
9733,8443,0
9734,18046,0 2 7
9735,10044,7
9736,6299,3
9737,7512,4 7
9738,6722,2
9739,8120,6
9740,426,0
9741,15106,4 7
9742,11371,1
9743,2096,6 4
9744,14108,6 7
9745,14223,6 4
9746,786,6 2
9747,5616,6 1
9748,24452,1 4
9749,10075,6
9750,30610,3
9751,20367,3
9752,19708,6 2
9753,16001,8
9754,21481,2 4
9755,8473,4 7
9756,6641,6 2 4
9757,9999,4 7
9758,27280,7
9759,2436,6 4
9760,5793,7
9761,11846,0
9762,2445,2
9763,20296,2 4
9764,8752,9
9765,28464,6 2 4
9766,29404,3 4
9767,7872,6 9
9768,10082,2 4
9769,24646,6 3
9770,24956,6 1 4
9771,16075,6
9772,13353,5
9773,20503,1
9774,21102,0 4
9775,11731,2 4
9776,28917,3 1 4
9777,7716,5
9778,21109,1
9779,26750,7
9780,23997,7
9781,11807,6 1
9782,29836,2
9783,6335,4
9784,10346,6
9785,19177,2 4
9786,25217,6
9787,22305,3
9788,6473,2 4
9789,1730,8 6
9790,16297,6 7
9791,22953,6
9792,19901,2
9793,7359,5
9794,23746,4
9795,23189,9
9796,8708,6
9797,1857,4
9798,11435,4
9799,23059,7
9800,23760,3 5
9801,9260,6 4
9802,28068,5 4
9803,29398,6
9804,13554,6
9805,13985,9
9806,29173,4
9807,1356,8
9808,17766,2 4
9809,9099,6 4 7
9810,15201,8 4
9811,8354,4
9812,22004,1
9813,22074,4
9814,9377,4
9815,30088,6 7
9816,7848,6 4
9817,22253,7
9818,30892,2 4
9819,6013,6 3
9820,1358,2
9821,11078,4
9822,12860,6
9823,28417,4
9824,19524,5
9825,18440,2
9826,2744,2
9827,22765,4
9828,17758,2 4
9829,4289,6
9830,4484,4
9831,30115,9 7
9832,25846,3
9833,15652,6 2 4 7
9834,309,4
9835,19674,1
9836,7316,6 4
9837,24569,4
9838,12518,6 0
9839,23026,2 7
9840,5166,6 4
9841,11851,6
9842,29479,3
9843,12500,1 4
9844,17113,6
9845,12440,6
9846,7856,4
9847,160,2
9848,23524,0
9849,25451,3
9850,10290,4
9851,3505,2
9852,30533,6 0 2
9853,26438,6
9854,20087,6
9855,24538,6 1 4
9856,30436,1
9857,1761,6 9
9858,17181,6
9859,30602,4
9860,10220,1
9861,11364,6
9862,13849,4
9863,21811,4
9864,17709,4
9865,19581,6
9866,17741,6 2 4
9867,7372,4 7
9868,15841,2
9869,8924,4
9870,21871,2 4
9871,19946,3 1
9872,10079,7
9873,6560,0 5 4
9874,28998,6 4
9875,21266,6 4
9876,11137,4
9877,6754,9
9878,28324,6 4 7
9879,9670,6
9880,24865,0
9881,28352,6 4 7
9882,26227,8
9883,24774,2
9884,1994,2 4
9885,28892,4
9886,9719,4
9887,23342,9
9888,20589,6 7
9889,26258,1
9890,5946,5 4
9891,12670,7
9892,19388,6 5 4
9893,4532,2
9894,23868,6 4
9895,26319,6 1 4
9896,24254,4
9897,3064,4
9898,27346,6 4
9899,19765,4
9900,15991,4
9901,7724,6 4
9902,8410,6 7
9903,4629,0
9904,29782,1
9905,11979,4
9906,20560,7
9907,22699,9
9908,24023,6 4
9909,4672,9
9910,23306,4
9911,21487,6 3
9912,26804,4
9913,10140,6
9914,24706,5
9915,22554,5 4
9916,22329,4
9917,82,6 3 4
9918,23461,4
9919,13829,6 2 4
9920,30534,6 4 7
9921,13128,8 6 4
9922,30835,6 7
9923,14827,6
9924,3512,6
9925,24313,6 4
9926,7878,0
9927,14893,2
9928,1557,8 7
9929,5811,8 4
9930,9702,4
9931,23928,3 1 4
9932,27807,8 4
9933,45,0
9934,29037,6 4
9935,14734,0 2
9936,3608,3 9
9937,6217,6 7
9938,15164,4
9939,2008,8 4
9940,19936,8
9941,27428,3
9942,24678,4
9943,6030,0 4
9944,8586,6 3
9945,11347,6 3 4
9946,21939,6 7
9947,16479,2
9948,20237,6 4
9949,1914,8
9950,24758,4
9951,25930,2 4
9952,15536,0 2
9953,17647,0
9954,7662,0
9955,17176,6 5 4
9956,25255,6 4
9957,13694,4
9958,26379,6
9959,23143,1
9960,17168,5 4
9961,7558,0
9962,29448,1 4
9963,10849,0
9964,23203,3 4 7
9965,7713,9 7
9966,5664,2
9967,3991,0
9968,14478,9
9969,7643,6 9
9970,12737,5 4
9971,1940,6 7
9972,18022,8
9973,30863,9
9974,14161,4
9975,5741,6 7
9976,21365,2 4
9977,11414,6
9978,657,3 4
9979,20322,6 4
9980,24570,6 4
9981,28107,1
9982,3162,4
9983,16180,0 2
9984,12743,5 4
9985,3711,6 4
9986,398,6 4
9987,16750,6 4
9988,15500,2
9989,23387,2
9990,27756,8
9991,5594,4
9992,19005,3 4
9993,10217,3
9994,21522,4
9995,14929,0
9996,10860,3
9997,27306,4 7
9998,21650,8
9999,16641,5 4
10000,29182,4
10001,16255,6 9
10002,22918,1 4
10003,22455,6 4
10004,17143,3
10005,8621,6 5
10006,30553,0 4
10007,29341,4
10008,20794,3
10009,10704,3 2 4
10010,3057,6
10011,22811,7
10012,5658,2
10013,2158,0
10014,9160,6
10015,12205,6 3 4
10016,1609,0
10017,25851,6 4
10018,11591,6 4
10019,17516,3
10020,29338,2 4
10021,25752,4
10022,26108,6 3 7
10023,25708,6 2 4
10024,21167,0 4
10025,22251,6 4
10026,4210,3 4
10027,5537,6 5 4
10028,17511,4
10029,20201,4
10030,17454,4 7
10031,24650,6 2
10032,8798,4
10033,25771,3
10034,11627,2
10035,20124,4 7
10036,1187,6 1
10037,915,6 4
10038,26385,9
10039,26134,6 3 4
10040,12899,2 4
10041,9396,6 9
10042,19557,4
10043,2192,4
10044,23045,4
10045,15042,3 4
10046,7883,5
10047,15567,7
10048,10800,2 4
10049,23400,2
10050,3791,6
10051,9736,8 4
10052,1879,0 1
10053,8405,6
10054,20519,3 5
10055,10352,6 4
10056,26898,9
10057,14776,5
10058,6029,5
10059,24086,6 7
10060,25155,0 4
10061,2860,9 7
10062,4187,2
10063,1291,1 2 4
10064,23754,0
10065,4496,2 4 7
10066,2872,7
10067,10188,9
10068,29237,4
10069,14327,2 4
10070,9886,0 4
10071,21314,4
10072,430,6
10073,17419,7
10074,27718,4
10075,15436,0 4
10076,2086,0
10077,4327,4
10078,25209,6 1 4
10079,20770,6 3
10080,28573,8 4
10081,29628,4
10082,23751,4
10083,17237,5
10084,19278,4
10085,7080,4
10086,11492,7
10087,22323,4
10088,23241,6
10089,25399,6 9
10090,15023,6 1
10091,24226,4
10092,3550,0
10093,25504,5 4
10094,14262,6
10095,26652,0 2
10096,14736,6 3
10097,19450,6 3 4
10098,17098,6 2
10099,17179,4
10100,13244,6 9 7
10101,24398,4
10102,12806,4 7
10103,7369,9
10104,24278,4 7
10105,27570,9
10106,14427,8 4
10107,4628,6 1
10108,16391,4
10109,26664,0 4
10110,8811,6 1 4
10111,24854,8 6
10112,10750,6 3
10113,29675,4
10114,15899,4
10115,3199,6 7
10116,30757,3
10117,17527,2
10118,3364,4
10119,26375,6 4
10120,12813,0
10121,4045,6
10122,20272,3 4
10123,19958,8
10124,2756,0 4
10125,7325,8
10126,14389,4
10127,10621,4
10128,27370,0
10129,21966,2 4
10130,8546,2
10131,21708,6 2 4
10132,6987,4 7
10133,7644,6
10134,673,6 2 4
10135,23965,3
10136,26194,2 4
10137,2996,6
10138,28149,6 1 4
10139,25162,8 6 4
10140,4998,1
10141,5502,1
10142,793,4
10143,1625,5 4
10144,13215,6 2 4
10145,25611,6
10146,9406,6 4
10147,13189,1 4
10148,2223,0
10149,17015,3
10150,25798,6 7
10151,8307,4
10152,7181,2 4
10153,5752,3
10154,11938,3 4
10155,7835,6 4
10156,12506,3 4
10157,6761,4
10158,245,4 7
10159,17659,0 4
10160,8703,4
10161,2402,6 7
10162,16417,0
10163,22399,6 9
10164,20651,0 7
10165,2739,3 1
10166,28414,6 1
10167,21707,4
10168,26931,6
10169,2047,2 7
10170,14312,6
10171,16382,7
10172,23496,0
10173,14991,0
10174,28842,6 1 4
10175,26270,4
10176,20486,2 4
10177,2314,0
10178,10812,6 4
10179,23319,6 4
10180,14833,1 4
10181,21725,4
10182,15178,0
10183,30838,6
10184,26251,6 5 4
10185,24665,0
10186,30488,8 4
10187,27885,6
10188,11463,6 4
10189,11774,4
10190,8705,2 4
10191,7573,7
10192,1400,6 1 4
10193,14234,3 4
10194,24775,2
10195,19090,3
10196,16887,4
10197,24779,4
10198,27489,8
10199,24084,4
10200,1154,2
10201,6873,6
10202,11899,4
10203,23651,6 9
10204,5068,7
10205,24471,4
10206,17099,4
10207,13040,4
10208,27857,6 3 4
10209,17123,7
10210,8503,4
10211,25012,2 4
10212,27172,6 7
10213,25100,5
10214,25396,0 4
10215,3910,0 4
10216,24748,0 4
10217,28150,6 3
10218,10474,4
10219,30432,0
10220,18739,7
10221,12659,8
10222,10925,0 4
10223,8788,0
10224,27067,0
10225,22482,0
10226,17867,6 7
10227,3172,4
10228,9722,6 4
10229,47,9
10230,19694,6
10231,2296,5
10232,10276,2 4
10233,10565,6
10234,22999,7
10235,14376,6
10236,25237,5 4
10237,13041,1
10238,2241,3 2
10239,27427,4
10240,23463,6
10241,27724,4 7
10242,10379,1
10243,15718,3
10244,16901,1 4
10245,13640,1
10246,18583,9
10247,2357,6 9
10248,15696,2 4
10249,25837,4
10250,6404,2 4
10251,15112,4
10252,23999,7
10253,24279,4
10254,22621,9 7
10255,20086,6 4
10256,10031,0 4
10257,17094,6
10258,22297,8 4
10259,23772,1 7
10260,1022,6
10261,9038,1
10262,22986,2
10263,30200,6 1 4
10264,25933,7
10265,20254,4
10266,12049,3 4
10267,10398,4 7
10268,25149,4
10269,26884,6 7
10270,14024,1
10271,12213,3 4
10272,10642,0
10273,20574,6 3
10274,9412,8 4
10275,5778,6 2 4
10276,25949,6 4
10277,11171,6 4
10278,25610,1 4
10279,2493,4 7
10280,20470,0
10281,5514,4 7
10282,11276,7
10283,6517,3 4
10284,26176,6 9
10285,24284,6 4
10286,871,9
10287,6290,2
10288,15958,4 7
10289,7954,6 2 7
10290,20407,4
10291,26549,6 9
10292,16768,4
10293,18392,7
10294,1654,8 6
10295,9528,3
10296,2576,0
10297,20137,6
10298,26593,6 4
10299,10778,3
10300,22555,6 9
10301,22730,6
10302,28300,6 4
10303,6869,2 4
10304,9971,7
10305,11121,2 4
10306,10399,2 7
10307,30311,6
10308,18091,3 2
10309,24100,5
10310,14194,8
10311,20202,1
10312,16448,2 4
10313,12434,6 4
10314,27549,0
10315,28083,9
10316,17344,6 2
10317,28903,4
10318,28735,1
10319,16257,2
10320,6967,1
10321,21204,6 4
10322,714,4
10323,15336,4
10324,11737,2
10325,26208,3
10326,6171,3 7
10327,7502,6 4
10328,22470,4 7
10329,19056,0 4
10330,15892,7
10331,3398,1 4
10332,13868,0
10333,17768,5 4
10334,26677,2
10335,19986,6
10336,7945,2 4
10337,12142,4
10338,340,6 4
10339,30860,6 5
10340,19902,1
10341,26954,4
10342,20593,4
10343,28691,6 2
10344,3054,7
10345,24734,4
10346,9748,3 2
10347,15606,6 4
10348,3702,4
10349,25380,6
10350,27929,3 4
10351,21095,6 2 4
10352,27629,2 4
10353,19,1
10354,18357,2
10355,25439,1
10356,20802,6 4
10357,530,9
10358,25606,6 4
10359,5138,0
10360,7151,1 4
10361,7703,0
10362,19733,4 7
10363,15155,6 4
10364,8809,6
10365,7937,3
10366,7175,6 2
10367,28752,6 4
10368,23613,1 4
10369,11586,9
10370,29881,1
10371,1015,0 4
10372,26433,7
10373,28880,5
10374,14761,6 4
10375,19015,0
10376,26733,6 4
10377,24143,6
10378,7472,2 4
10379,22557,1 4
10380,24874,6
10381,23244,2
10382,594,1
10383,5881,9
10384,26757,4
10385,12800,4
10386,29801,5 4
10387,15722,6 2 4
10388,3396,9
10389,22108,6 4
10390,6840,6 9
10391,30824,2
10392,15283,4
10393,23912,4
10394,26576,4
10395,30761,6 0
10396,16982,4
10397,3515,6
10398,19527,3 2 4
10399,8199,3
10400,14387,2
10401,23769,3 4
10402,25049,5 4
10403,26401,6 7
10404,13573,6 2
10405,8968,4
10406,26329,6 4
10407,6846,1
10408,12561,5 7
10409,20463,9
10410,11398,2
10411,6836,6
10412,22137,4
10413,9192,6 2
10414,13659,0
10415,6405,8 4 7
10416,13922,2 4
10417,18780,9
10418,8640,3 4
10419,9271,6 4
10420,13064,3
10421,26550,4
10422,26013,0
10423,12634,1
10424,23278,2
10425,19471,4
10426,7590,4
10427,10694,6 7
10428,18228,2 4
10429,9921,7
10430,15488,2
10431,10243,6
10432,1621,6 1
10433,4251,0 4
10434,26286,3 1 4
10435,1533,0
10436,3186,6 4
10437,30576,0
10438,4635,6 9 7
10439,26488,2
10440,5595,6 7
10441,22189,5
10442,29959,4 7
10443,3824,4 7
10444,3155,6 2 4
10445,8194,6
10446,26129,6 5
10447,25223,6 4
10448,23517,3
10449,22576,6 9
10450,17273,8 4
10451,6095,1
10452,23512,9
10453,25982,0
10454,21925,6 4
10455,5862,4
10456,10342,3
10457,19034,7
10458,13005,2 4
10459,22285,2 4
10460,18905,3
10461,30711,8 4
10462,15693,6 0 2 4
10463,17942,9
10464,27047,3 4
10465,25888,2
10466,17688,3
10467,9075,1
10468,411,7
10469,7802,4
10470,21588,6 4
10471,9601,8
10472,14034,6
10473,5542,6
10474,23448,6 4
10475,19771,2 4
10476,12591,4 7
10477,15614,2 4
10478,13778,6
10479,18700,4
10480,14569,9
10481,26002,1 4
10482,15695,1 4
10483,365,6
10484,22269,7
10485,5561,6 7
10486,30595,2
10487,23184,7
10488,11304,6 4
10489,29146,0 2
10490,26850,3
10491,12395,9
10492,18547,3 4
10493,14847,0
10494,5392,0 4
10495,6213,5
10496,23802,8 4
10497,198,4
10498,23648,2 4
10499,18437,6 7
10500,27144,1
10501,1778,8
10502,17107,6
10503,10661,6 4
10504,12621,7
10505,11072,4
10506,28191,4
10507,1374,7
10508,356,0
10509,24815,0
10510,2188,4
10511,13842,6
10512,17278,0
10513,24124,0
10514,3105,6
10515,19574,4
10516,6752,3
10517,11896,6
10518,2593,4
10519,29975,7
10520,8944,6 4
10521,13172,0 5
10522,9124,6 5
10523,10795,4
10524,8794,0 4
10525,9398,4
10526,7754,8 4
10527,24020,2
10528,12921,4
10529,16891,7
10530,22005,6
10531,4465,4 7
10532,15609,4
10533,28856,1
10534,20782,6 1
10535,24989,4
10536,17439,9
10537,8778,7
10538,16440,6
10539,23883,7
10540,12030,0 2 7
10541,19593,2 4
10542,5459,5 4
10543,9856,2 4
10544,14552,4
10545,23356,4
10546,18879,6 2
10547,26585,6 7
10548,3922,4
10549,20879,4
10550,5481,6
10551,272,6 2 4
10552,17832,0
10553,20826,4
10554,3106,6 7
10555,15373,2 4
10556,20944,3
10557,19240,1
10558,22167,9
10559,24194,4
10560,28175,7
10561,12327,9
10562,7686,6
10563,4061,4
10564,16858,8 4
10565,9127,6
10566,7317,0
10567,16786,5
10568,25647,6 4
10569,14102,6 4
10570,12370,3
10571,12533,2
10572,1737,6 4
10573,27728,4 7
10574,16556,6
10575,16470,7
10576,23563,3
10577,20753,3 4
10578,2416,2 4 7
10579,2503,9
10580,10085,2
10581,3592,6 4
10582,18830,2
10583,30152,7
10584,8810,0
10585,14240,6 3 4
10586,2024,7
10587,11461,6 4
10588,16995,6
10589,22689,6 4
10590,13794,4
10591,27615,4
10592,13495,6 0 4
10593,20020,6
10594,18537,6
10595,9875,7
10596,26914,6 4
10597,12485,9
10598,7419,4
10599,15641,2 4
10600,29220,0
10601,12061,3
10602,28853,6 4
10603,25024,1 4
10604,16217,4
10605,10235,3
10606,405,6 7
10607,9649,2
10608,11775,3 4
10609,3813,5
10610,8744,4 7
10611,7771,4
10612,16004,4
10613,4352,3 4
10614,25607,2 4
10615,26112,4 7
10616,18594,2 4
10617,25402,4
10618,30059,6 4
10619,20115,2 4
10620,21077,4
10621,27778,1
10622,23093,4
10623,16462,8 4
10624,24188,4
10625,2409,8
10626,4911,1 4 7
10627,19943,6 2
10628,12267,8
10629,19941,1
10630,11335,3 2 4
10631,5285,4
10632,19767,6
10633,28516,8 6 4
10634,18916,4
10635,17333,6 4
10636,15018,6 4
10637,23050,1
10638,29495,4
10639,11494,4
10640,5072,7
10641,9016,4
10642,17737,7
10643,7139,4
10644,25532,6 9
10645,19837,3 4
10646,16669,1 4
10647,27339,4 7
10648,29142,0
10649,13679,4
10650,10966,6 2
10651,11541,4
10652,24265,4
10653,4527,6 4
10654,17175,5
10655,4134,0
10656,5126,9
10657,19558,0
10658,23432,6 4
10659,5981,6 4
10660,26058,5
10661,24374,4
10662,18158,8 6 4
10663,18845,6 9
10664,10419,9
10665,15438,4
10666,20270,8
10667,22438,2
10668,26172,6 4
10669,21205,6 0
10670,29956,3 4 7
10671,7619,4 7
10672,12613,6 9
10673,16892,3 4
10674,26152,6 4
10675,14781,0 2
10676,29319,1
10677,13736,6 1 4
10678,27404,6 3
10679,14382,4
10680,5396,4
10681,6773,0
10682,4371,6
10683,18542,3
10684,23348,5
10685,6275,0
10686,460,2
10687,5448,2
10688,672,6 7
10689,30732,6 1
10690,18264,7
10691,18269,7
10692,11564,4
10693,29963,0 2
10694,2455,6 4
10695,25744,8 5 4
10696,21432,8
10697,27094,6 1 4
10698,22349,8 4
10699,10580,6 1
10700,8278,4
10701,26606,0 4
10702,27294,1
10703,29410,2 4
10704,15759,3 4
10705,12966,0 1
10706,10858,5
10707,27532,2 7
10708,2633,5 4
10709,18627,3 4
10710,27459,2 4 7
10711,27628,6 5
10712,2692,6
10713,17397,6 3
10714,4036,6 4
10715,29285,4
10716,23233,9
10717,23520,6 4
10718,19899,2 4
10719,22900,7
10720,25747,5 4
10721,327,4
10722,7105,4 7
10723,26784,0
10724,3052,0
10725,30555,6 3 4
10726,23444,3
10727,15921,3
10728,20941,5 4
10729,6852,4
10730,12304,1 4
10731,19488,4
10732,1182,0 4
10733,14017,6 4
10734,7794,6 4
10735,27413,2 4
10736,27136,6 4
10737,10472,8
10738,7929,4
10739,35,2 4
10740,18731,2
10741,19646,6 4
10742,18860,8 4
10743,27595,1 4
10744,20638,6 4
10745,23088,1
10746,28511,9
10747,27209,6
10748,23119,8
10749,16423,6 4
10750,25660,3 4
10751,15900,6
10752,17843,6 4
10753,22224,4
10754,3455,6 0 1
10755,28469,2 4
10756,29631,1 4
10757,14746,4
10758,22139,1
10759,16726,4
10760,28815,8
10761,8030,6 4
10762,11182,1
10763,7511,3
10764,756,2 4
10765,19180,6
10766,8320,6 7
10767,10671,5
10768,12835,1
10769,8646,0 4
10770,15689,4
10771,6286,5 4
10772,28473,4 7
10773,16168,7
10774,28478,8 6
10775,6481,3
10776,29191,3
10777,1385,6 9 7
10778,27878,6 2 4
10779,11555,6 4
10780,31071,9 4
10781,3042,2 4
10782,25761,4 7
10783,15176,4
10784,19425,6 4 7
10785,1516,8 6
10786,8024,0 4
10787,14606,4
10788,4698,4
10789,8014,4
10790,10591,9
10791,2359,6
10792,7963,6 7
10793,17336,4
10794,10283,4
10795,9752,4 7
10796,1756,3
10797,17392,4
10798,24832,6 9
10799,22475,3
10800,24438,2
10801,6501,6 4
10802,16443,9
10803,25999,6
10804,18443,4
10805,3808,2 4
10806,12712,3
10807,5954,0
10808,28114,6
10809,12755,6 1 2
10810,20398,7
10811,17899,9
10812,30287,6 4
10813,10973,2
10814,19069,4 7
10815,25587,8 4
10816,20984,0
10817,62,5 4
10818,24886,4
10819,6032,6 3
10820,3334,9
10821,25469,3
10822,26618,0
10823,15305,6 4
10824,15311,0 2 4
10825,8216,6 1 4
10826,6303,6 9
10827,18199,3
10828,26332,4
10829,1237,6 4
10830,27113,3 4
10831,10997,6 4
10832,12292,7
10833,8401,4
10834,18617,4
10835,6497,2
10836,1894,3
10837,21018,6
10838,16220,4
10839,11447,6 1
10840,21043,4
10841,11629,3
10842,29347,0 5
10843,24455,4
10844,11924,6 7
10845,19013,3 4
10846,17736,2 4
10847,10489,5
10848,3785,0
10849,9468,8 4
10850,25919,3
10851,7463,4 7
10852,15329,4
10853,2137,4
10854,7701,6
10855,24307,7
10856,19389,0 4 7
